record_id,title,year,doi,pmid,authors,decision,layer_tag,reason
LiX202438588834,"Corrigendum to ""Basolateral Amygdala Functional Connectivity in Alexithymia: Linking Interoceptive Sensibility and Cognitive Empathy"" [Neuroscience 539 (2024) 12-20].",2024,10.1016/j.neuroscience.2024.03.031,38588834,"Li, X and Peng, C and Qin, F and Luo, Q and Ren, Z and Wang, X and Feng, Q and L",exclude,,insufficient effort+outcome overlap
LeeSJ202438569583,"The Relationship Between Interoceptive Awareness, Emotion Regulation and Clinical Symptoms Severity of Depression, Anxiety and Somatization.",2024,10.30773/pi.2023.0221,38569583,"Lee, SJ and Lee, M and Kim, HB and Huh, HJ",exclude,,insufficient effort+outcome overlap
BalconiM202438540452,Social Interoception and Autonomic System Reactivity during Synchronization Behavior.,2024,10.3390/bs14030149,38540452,"Balconi, M and Angioletti, L",exclude,,insufficient effort+outcome overlap
PezzuloG202438528782,Neural representation in active inference: Using generative models to interact with-and understand-the lived world.,2024,10.1111/nyas.15118,38528782,"Pezzulo, G and D'Amato, L and Mannella, F and Priorelli, M and Van de Maele, T a",exclude,,insufficient effort+outcome overlap
StubbsG202438510309,"The police hunch: the Bayesian brain, active inference, and the free energy principle in action.",2024,10.3389/fpsyg.2024.1368265,38510309,"Stubbs, G and Friston, K",exclude,,insufficient effort+outcome overlap
LondonG202438470402,Assessment on interoceptive awareness on alcohol use and gambling disorders reveals dissociable interoceptive abilities linked to external and internal dependencies: Practical use of Body Perception Questionnaire Very Short Form (BPQ-VSF) in clinical settings.,2024,10.1002/npr2.12424,38470402,"London, G and Hida, H and Kagaya, A and Yamawaki, S and Machizawa, MG",exclude,,insufficient effort+outcome overlap
KrupnikV202438322807,"I like therefore I can, and I can therefore I like: the role of self-efficacy and affect in active inference of allostasis.",2024,10.3389/fncir.2024.1283372,38322807,"Krupnik, V",exclude,,insufficient effort+outcome overlap
CoelhoD202438318421,Effort-reward and overcommitment at work and psychiatric symptoms in healthcare professionals: The mediation role of allostatic load.,2024,10.1016/j.cpnec.2024.100225,38318421,"Coelho, D and Yamaguchi, S and Harb, A and Souza-Talarico, JN",exclude,,insufficient effort+outcome overlap
BasuA202438316333,Frontal Norepinephrine Represents a Threat Prediction Error Under Uncertainty.,2024,10.1016/j.biopsych.2024.01.025,38316333,"Basu, A and Yang, JH and Yu, A and Glaeser-Khan, S and Rondeau, JA and Feng, J a",exclude,,insufficient effort+outcome overlap
ToddJ202438309512,Heightened interoception in adults with fibromyalgia.,2024,10.1016/j.biopsycho.2024.108761,38309512,"Todd, J and Plans, D and Lee, MC and Bird, JM and Morelli, D and Cunningham, A a",exclude,,insufficient effort+outcome overlap
ShatrovaD202438289065,The role of interoception in reducing trauma-associated distress: a feasibility study.,2024,10.1080/20008066.2024.2306747,38289065,"Shatrova, D and Cáncer, PF and Caperos, JM",exclude,,insufficient effort+outcome overlap
LacroixA202438273091,Sex modulation of faces prediction error in the autistic brain.,2024,10.1038/s42003-024-05807-4,38273091,"Lacroix, A and Harquel, S and Mermillod, M and Garrido, M and Barbosa, L and Ver",exclude,,insufficient effort+outcome overlap
deTinguyD202438248208,Spatial and Temporal Hierarchy for Autonomous Navigation Using Active Inference in Minigrid Environment.,2024,10.3390/e26010083,38248208,"de Tinguy, D and Van de Maele, T and Verbelen, T and Dhoedt, B",exclude,,insufficient effort+outcome overlap
PrezGonzlezD202438241174,Acetylcholine modulates the precision of prediction error in the auditory cortex.,2024,10.7554/eLife.91475,38241174,"Pérez-González, D and Lao-Rodríguez, AB and Aedo-Sánchez, C and Malmierca, MS",exclude,,insufficient effort+outcome overlap
KrupnikV202438176631,To be or not to be: The active inference of suicide.,2024,10.1016/j.neubiorev.2023.105531,38176631,"Krupnik, V and Danilova, N",exclude,,insufficient effort+outcome overlap
LiX202438176608,Basolateral Amygdala Functional Connectivity in Alexithymia: Linking Interoceptive Sensibility and Cognitive Empathy.,2024,10.1016/j.neuroscience.2023.12.014,38176608,"Li, X and Peng, C and Qin, F and Luo, Q and Ren, Z and Wang, X and Feng, Q and L",exclude,,insufficient effort+outcome overlap
FallataEO202338161562,Interoceptive Awareness Among the General Public in Saudi Arabia: A Cross-Sectional Study.,2023,10.7759/cureus.49771,38161562,"Fallata, EO and Bashekah, KA and Alqahtani, RM and Althagafi, SE and Bardesi, MH",exclude,,insufficient effort+outcome overlap
HemmatianB202438135613,The utilitarian brain: Moving beyond the Free Energy Principle.,2024,10.1016/j.cortex.2023.11.013,38135613,"Hemmatian, B and Varshney, LR and Pi, F and Barbey, AK",exclude,,insufficient effort+outcome overlap
IbanezA202438104789,Intrinsic timescales and predictive allostatic interoception in brain health and disease.,2024,10.1016/j.neubiorev.2023.105510,38104789,"Ibanez, A and Northoff, G",exclude,,insufficient effort+outcome overlap
VandeCruysS202438104600,Order and change in art: towards an active inference account of aesthetic experience.,2024,10.1098/rstb.2022.0411,38104600,"Van de Cruys, S and Frascaroli, J and Friston, K",exclude,,insufficient effort+outcome overlap
SladkyR202438103984,An active inference perspective for the amygdala complex.,2024,10.1016/j.tics.2023.11.004,38103984,"Sladky, R and Kargl, D and Haubensak, W and Lamm, C",exclude,,insufficient effort+outcome overlap
WangRL202438061018,The Coding Logic of Interoception.,2024,10.1146/annurev-physiol-042222-023455,38061018,"Wang, RL and Chang, RB",exclude,,insufficient effort+outcome overlap
JenkinsonPM202438054446,Disturbed interoception in body dysmorphic disorder: A framework for future research.,2024,10.1177/00048674231215030,38054446,"Jenkinson, PM and Rossell, SL",exclude,,insufficient effort+outcome overlap
LuuP202438044461,From active affordance to active inference: vertical integration of cognition in the cerebral cortex through dual subcortical control systems.,2024,10.1093/cercor/bhad458,38044461,"Luu, P and Tucker, DM and Friston, K",exclude,,insufficient effort+outcome overlap
XuS202438037370,Distinct processing of the state prediction error signals in frontal and parietal correlates in learning the environment model.,2024,10.1093/cercor/bhad449,38037370,"Xu, S and Ren, W",exclude,,insufficient effort+outcome overlap
SchoellerF202438007168,Interoceptive technologies for psychiatric interventions: From diagnosis to clinical applications.,2024,10.1016/j.neubiorev.2023.105478,38007168,"Schoeller, F and Horowitz, AH and Jain, A and Maes, P and Reggente, N and Christ",exclude,,insufficient effort+outcome overlap
ScrogginsJK202437990445,Examination of Maternal Allostatic Load Among Postpartum Women With Distinct Postpartum Symptom Typologies.,2024,10.1177/10998004231217680,37990445,"Scroggins, JK and Yang, Q and Dotters-Katz, SK and Brandon, D and Reuter-Rice, K",exclude,,insufficient effort+outcome overlap
HoffmanKW202337961462,Allostatic load in early adolescence: gene / environment contributions and relevance for mental health.,2023,10.1101/2023.10.27.23297674,37961462,"Hoffman, KW and Tran, KT and Moore, TM and Gataviņš, MM and Visoki, E and DiDome",exclude,,insufficient effort+outcome overlap
HassaniSA202337961384,Noradrenergic alpha-2a Receptor Stimulation Enhances Prediction Error Signaling in Anterior Cingulate Cortex and Striatum.,2023,10.1101/2023.10.25.564052,37961384,"Hassani, SA and Womelsdorf, T",exclude,,insufficient effort+outcome overlap
ZhangY202337952779,"""Listen to your heart"": A novel interoceptive strategy for real-time fMRI neurofeedback training of anterior insula activity.",2023,10.1016/j.neuroimage.2023.120455,37952779,"Zhang, Y and Zhang, Q and Wang, J and Zhou, M and Qing, Y and Zou, H and Li, J a",exclude,,insufficient effort+outcome overlap
HovsepyanS202337934766,Rhythmic modulation of prediction errors: A top-down gating role for the beta-range in speech processing.,2023,10.1371/journal.pcbi.1011595,37934766,"Hovsepyan, S and Olasagasti, I and Giraud, AL",exclude,,insufficient effort+outcome overlap
OreniusTI202337856182,The Efficacy and Feasibility of an Interoceptive Exposure Technique for Preventing the Transition From Subacute to Chronic Back Pain by Altering the Emotional Response to Pain: Protocol for a Pilot Randomized Controlled Trial.,2023,10.2196/45701,37856182,"Orenius, TI and Ristolainen, L and Silén, E and Hurri, H",exclude,,insufficient effort+outcome overlap
MiharaM202337838105,Remembering unexpected beauty: Contributions of the ventral striatum to the processing of reward prediction errors regarding the facial attractiveness in face memory.,2023,10.1016/j.neuroimage.2023.120408,37838105,"Mihara, M and Izumika, R and Tsukiura, T",exclude,,insufficient effort+outcome overlap
CapodiciA202437820588,Interoceptive and Affective Alterations in Body Integrity Dysphoria: An Online Self-Reporting Study.,2024,10.1159/000532076,37820588,"Capodici, A and Pennisi, A and Rizzo, G and Falzone, A and Vicario, CM",exclude,,insufficient effort+outcome overlap
MouattB202337810786,What I see and what I feel: the influence of deceptive visual cues and interoceptive accuracy on affective valence and sense of effort during virtual reality cycling.,2023,10.7717/peerj.16095,37810786,"Mouatt, B and Smith, AE and Parfitt, G and Stanford, T and McDade, J and Smith, ",exclude,,insufficient effort+outcome overlap
OliveiraI202437768722,Sensing the body matters: profiles of interoceptive sensibility in chronic pain adjustment.,2024,10.1097/j.pain.0000000000003032,37768722,"Oliveira, I and Vaz Garrido, M and Carvalho, H and Figueira Bernardes, S",exclude,,insufficient effort+outcome overlap
YangL202437741136,"The interrelationships of hearing function, allostatic load, and cognitive function: Evidence among middle-aged and older Chinese adults.",2024,10.1016/j.archger.2023.105205,37741136,"Yang, L and Luo, Y",exclude,,insufficient effort+outcome overlap
EggartM202337700276,Dysfunctional self-reported interoception predicts residual symptom burden of fatigue in major depressive disorder: an observational study.,2023,10.1186/s12888-023-05168-y,37700276,"Eggart, M and Valdés-Stauber, J and Müller-Oerlinghausen, B and Heinze, M",exclude,,insufficient effort+outcome overlap
RaimoS202337663325,"Editorial: Community series in body representation and interoceptive awareness: cognitive, affective, and social implications.",2023,10.3389/fpsyg.2023.1256811,37663325,"Raimo, S and Martini, M and Guariglia, C and Santangelo, G and Trojano, L and Pa",exclude,,insufficient effort+outcome overlap
MagliacanoA202337659289,"Spontaneous eye blinking during an auditory, an interoceptive and a visual task: The role of the sensory modality and the attentional focus.",2023,10.1016/j.cortex.2023.07.006,37659289,"Magliacano, A and Catalano, L and Sagliano, L and Estraneo, A and Trojano, L",exclude,,insufficient effort+outcome overlap
SmithAR202337655866,"Reconnecting to Internal Sensations and Experiences (RISE): An online, multi-session intervention improves interoceptive sensibility for military personnel.",2023,10.1111/sltb.12994,37655866,"Smith, AR and Witte, TK and Troop-Gordon, W and Grunewald, W and Crosby, E and H",exclude,,insufficient effort+outcome overlap
BijsterboschJM202337655512,"Intolerable feelings of uncertainty within the body: Associations between interoceptive awareness, intolerance of uncertainty, and body dissatisfaction.",2023,10.1002/jad.12237,37655512,"Bijsterbosch, JM and Hasenack, B and van Rooijen, B and Sternheim, LC and Boelen",exclude,,insufficient effort+outcome overlap
VargasG202337650101,Self-regulation learning as active inference: dynamic causal modeling of an fMRI neurofeedback task.,2023,10.3389/fnins.2023.1212549,37650101,"Vargas, G and Araya, D and Sepulveda, P and Rodriguez-Fernandez, M and Friston, ",exclude,,insufficient effort+outcome overlap
SlottaT202337594228,Respiratory Interoception and Pathological Illness Anxiety: Disentangling Bias.,2023,10.1097/PSY.0000000000001244,37594228,"Slotta, T and Wolters, C and Marx, Z and Witthöft, M and Gerlach, AL and Pohl, A",exclude,,insufficient effort+outcome overlap
RamaswamyKA202337475744,Visual respiratory biofeedback to improve visuospatial cognition and cardiac interoception in migraineurs: a study protocol for a randomized controlled trial.,2023,10.3389/fneur.2023.1197026,37475744,"Ramaswamy, KA and Shetty, S and Shetty, P",exclude,,insufficient effort+outcome overlap
CamposC202337457066,Dissociating cognitive and affective empathy across psychopathy dimensions: The role of interoception and alexithymia.,2023,10.3389/fpsyg.2023.1082965,37457066,"Campos, C and Rocha, NB and Barbosa, F",exclude,,insufficient effort+outcome overlap
ValkSL202337417306,Functional and microstructural plasticity following social and interoceptive mental training.,2023,10.7554/eLife.85188,37417306,"Valk, SL and Kanske, P and Park, BY and Hong, SJ and Böckler, A and Trautwein, F",exclude,,insufficient effort+outcome overlap
CarlM202337372272,Models of the Translation Process and the Free Energy Principle.,2023,10.3390/e25060928,37372272,"Carl, M",exclude,,insufficient effort+outcome overlap
FoleyJA202337366042,A Bayesian predictive processing account of Othello syndrome in Parkinson's disease.,2023,10.1080/13546805.2023.2229080,37366042,"Foley, JA and Chen, C and Paget, A and Cipolotti, L",exclude,,insufficient effort+outcome overlap
ProiettiR202337354642,"An active inference model of hierarchical action understanding, learning and imitation.",2023,10.1016/j.plrev.2023.05.012,37354642,"Proietti, R and Pezzulo, G and Tessari, A",exclude,,insufficient effort+outcome overlap
RubinS202337331687,Cartography of the multiple formal systems of molecular autopoiesis: from the biology of cognition and enaction to anticipation and active inference.,2023,10.1016/j.biosystems.2023.104955,37331687,"Rubin, S",exclude,,insufficient effort+outcome overlap
ChbeirS202337303926,"Resilience by design: How nature, nurture, environment, and microbiome mitigate stress and allostatic load.",2023,10.5498/wjp.v13.i5.144,37303926,"Chbeir, S and Carrión, V",exclude,,insufficient effort+outcome overlap
